source_system,source_issue_id,canonical_security_id,hk_stock_codes,security_name,valid_from,valid_to,mapping_status,mapping_evidence,mapping_row_count
webb_ccass,1,webb:issue:1,00004,WHARF HOLDINGS,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,2,webb:issue:2,00071,MIRAMAR HOTEL,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3,webb:issue:3,00017;02909,NEW WORLD DEV,2004-02-02,2020-07-30,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,7,webb:issue:7,00020,WHEELOCK,2004-02-02,2020-07-27,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,9,webb:issue:9,00016;02949,SHK PPT,2004-02-02,2018-07-23,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,10,webb:issue:10,00097,HENDERSON INV,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,14,webb:issue:14,00011,HANG SENG BANK,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,15,webb:issue:15,00164;02953;02966;02968;02971,CHINA BAOLI TEC,2004-02-02,2023-07-26,AMBIGUOUS,webbsite_full.sqlite/shortnames,19
webb_ccass,16,webb:issue:16,00022,MEXAN,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,17,webb:issue:17,00231;02958;02968,PING AN SEC GP,2004-02-02,2022-11-07,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,22,webb:issue:22,00044,HAECO,2004-02-02,2018-11-29,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,23,webb:issue:23,00293,CATHAY PAC AIR,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,24,webb:issue:24,00019,SWIRE PACIFIC A,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,25,webb:issue:25,00087,SWIRE PACIFIC B,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,26,webb:issue:26,00014,HYSAN DEV,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,27,webb:issue:27,00023,BANK OF E ASIA,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,28,webb:issue:28,00045,HK&S HOTELS,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,32,webb:issue:32,00583,GWPA HOLDINGS,2004-02-02,2017-01-16,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,37,webb:issue:37,00041,GREAT EAGLE H,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,39,webb:issue:39,00083,SINO LAND,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,40,webb:issue:40,00018,ORIENTAL E H,2004-02-02,2021-09-01,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,42,webb:issue:42,00013,HUTCHISON,2004-02-02,2015-06-03,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,43,webb:issue:43,00006,POWER ASSETS,2004-02-02,2011-02-23,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,44,webb:issue:44,00001,CKH HOLDINGS,2004-02-02,2015-03-18,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,46,webb:issue:46,00179;02919,JOHNSON ELEC H,2004-02-02,2014-08-19,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,49,webb:issue:49,01038;02973,CKI HOLDINGS,2004-02-02,2017-07-21,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,50,webb:issue:50,00172,GOLDBOND GROUP,2004-02-02,2021-08-02,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,51,webb:issue:51,00267,CITIC,2004-02-02,2014-09-01,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,54,webb:issue:54,01059;02905;02935,KANTONE HOLDING,2004-02-02,2018-05-16,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,56,webb:issue:56,00054;02982,HOPEWELL HOLD,2004-02-02,2019-05-03,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,59,webb:issue:59,00101,HANG LUNG PPT,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,60,webb:issue:60,00010,HANG LUNG GROUP,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,63,webb:issue:63,00002,CLP HOLDINGS,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,64,webb:issue:64,00146,TAI PING CARPET,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,65,webb:issue:65,00660;02916;02929;02951;02971,WAI CHUN BIOTEC,2004-02-02,2023-04-21,AMBIGUOUS,webbsite_full.sqlite/shortnames,19
webb_ccass,66,webb:issue:66,00413;02928;02959,SC HOLDINGS,2004-02-02,2015-08-28,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,67,webb:issue:67,00265;02906;02917,GANGYU SERVICES,2004-02-02,2025-01-13,AMBIGUOUS,webbsite_full.sqlite/shortnames,12
webb_ccass,70,webb:issue:70,00175;02978,GEELY AUTO,2004-02-02,2017-08-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,71,webb:issue:71,00068,LEE HING,2004-02-02,2022-10-18,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,75,webb:issue:75,00105,ASSO INT HOTELS,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,76,webb:issue:76,00266,TIAN TECK LAND,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,78,webb:issue:78,00500,FRONTIER SER,2004-02-02,2014-04-03,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,81,webb:issue:81,00186,NIMBLE HOLDINGS,2004-02-02,2018-04-18,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,85,webb:issue:85,00242,SHUN TAK HOLD,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,92,webb:issue:92,00051,HARBOUR CENTRE,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,94,webb:issue:94,00225,POKFULAM,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,95,webb:issue:95,00216,CHINNEY INV,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,97,webb:issue:97,00160,HON KWOK LAND,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,98,webb:issue:98,00650;02929;02936,PRODUCTIVE TECH,2004-02-02,2022-07-26,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,99,webb:issue:99,00406,YAU LEE HOLD,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,100,webb:issue:100,00618;02949,PKU RESOURCES,2004-02-02,2024-06-14,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,101,webb:issue:101,00069,SHANGRI-LA ASIA,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,102,webb:issue:102,00184,KECK SENG INV,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,105,webb:issue:105,00511;02973,TVB,2004-02-02,2013-03-06,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,107,webb:issue:107,00529,SIS INT'L,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,108,webb:issue:108,00385;02908;02984,CHINNEY ALLI,2004-02-02,2016-10-25,AMBIGUOUS,webbsite_full.sqlite/shortnames,7
webb_ccass,109,webb:issue:109,00303;02929,VTECH HOLDINGS,2004-02-02,2010-09-17,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,111,webb:issue:111,00818;02966,HI SUN TECH,2004-02-02,2006-08-04,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,113,webb:issue:113,00270,GUANGDONG INV,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,114,webb:issue:114,00142,FIRST PACIFIC,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,117,webb:issue:117,00247,TST PROPERTIES,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,118,webb:issue:118,00286;02971;02991,AIDIGONG,2004-02-02,2024-09-02,AMBIGUOUS,webbsite_full.sqlite/shortnames,12
webb_ccass,120,webb:issue:120,00131;02958,CHEUK NANG HOLD,2004-02-02,2006-07-03,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,121,webb:issue:121,00244,SINCERE,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,125,webb:issue:125,00488;02931;02971,LAI SUN DEV,2004-02-02,2017-09-19,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,126,webb:issue:126,00571,ESUN HOLDINGS,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,127,webb:issue:127,00122;02901,CROCODILE,2004-02-02,2024-12-06,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,128,webb:issue:128,00191;02970,LAI SUN INT'L,2004-02-02,2017-09-19,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,129,webb:issue:129,00647,JOYCE BOUTIQUE,2004-02-02,2020-04-27,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,131,webb:issue:131,00275;02906;02927;02930;02951;02968;02998,MASTER GLORY GP,2004-02-02,2021-02-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,25
webb_ccass,133,webb:issue:133,00369,WING TAI PPT,2004-02-02,2010-06-30,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,144,webb:issue:144,00207,JOY CITY PPT,2004-02-02,2025-11-28,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,146,webb:issue:146,00127;02904;02907;02965,CHINESE EST H,2004-02-02,2009-04-29,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,147,webb:issue:147,00062,TRANSPORT INT'L,2004-02-02,2006-01-23,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,149,webb:issue:149,01111,CHONG HING BANK,2004-02-02,2021-10-04,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,151,webb:issue:151,00194,LIU CHONG HING,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,153,webb:issue:153,00026,CHINA MOTOR BUS,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,159,webb:issue:159,00156;02946,LIPPO CHINA RES,2004-02-02,2023-07-12,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,160,webb:issue:160,00226,LIPPO,2004-02-02,2025-09-26,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,161,webb:issue:161,00655,HK CHINESE LTD,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,170,webb:issue:170,00089,TAI SANG LAND,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,171,webb:issue:171,00032,CROSS-HAR(HOLD),2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,172,webb:issue:172,00059;02983;02997,SKYFAME REALTY,2004-02-02,2018-11-26,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,174,webb:issue:174,00053,GUOCO GROUP,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,178,webb:issue:178,00302,WING HANG BANK,2004-02-02,2014-10-16,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,180,webb:issue:180,00440,DAH SING,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,181,webb:issue:181,00636,FUBON BK (HK),2004-02-02,2011-06-08,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,182,webb:issue:182,00012,HENDERSON LAND,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,184,webb:issue:184,00183,CIFH,2004-02-02,2008-11-05,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,185,webb:issue:185,00635;02909;02964,PLAYMATES,2004-02-02,2017-06-26,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,187,webb:issue:187,00075,Y.T. REALTY,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,188,webb:issue:188,00715,CHINA OCEANWIDE,2004-02-02,2025-04-24,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,195,webb:issue:195,00165,CHINA EB LTD,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,197,webb:issue:197,00121,C.P. LOTUS,2004-02-02,2019-10-29,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,200,webb:issue:200,00282,NEXT DIGITAL,2004-02-02,2023-01-12,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,201,webb:issue:201,00269;02913,CRTG,2004-02-02,2015-12-10,AMBIGUOUS,webbsite_full.sqlite/shortnames,7
webb_ccass,207,webb:issue:207,00622;02902,OSHIDORI,2004-02-02,2019-04-29,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,210,webb:issue:210,00147;02938,IB SETTLEMENT,2004-02-02,2016-12-28,AMBIGUOUS,webbsite_full.sqlite/shortnames,7
webb_ccass,211,webb:issue:211,00163;02954,EMPEROR INT'L,2004-02-02,2013-04-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,212,webb:issue:212,00296;02955,EMPEROR E HOTEL,2004-02-02,2005-02-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,214,webb:issue:214,00224,PIONEER GLOBAL,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,216,webb:issue:216,00566;02909;02941;02958,HANERGY TFP,2004-02-02,2019-06-11,AMBIGUOUS,webbsite_full.sqlite/shortnames,16
webb_ccass,218,webb:issue:218,01049;02939;02940;02941;02942,CELESTIAL ASIA,2004-02-02,2022-07-25,AMBIGUOUS,webbsite_full.sqlite/shortnames,23
webb_ccass,219,webb:issue:219,00158,MELBOURNE ENT,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,220,webb:issue:220,00601;02943,REMT,2004-02-02,2022-08-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,222,webb:issue:222,00725,PERENNIAL INT'L,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,223,webb:issue:223,00256,CITYCHAMP,2004-02-02,2014-07-07,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,224,webb:issue:224,00420,FOUNTAIN SET,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,227,webb:issue:227,00112,LERTHAI GROUP,2004-02-02,2022-08-15,EXACT,webbsite_full.sqlite/shortnames,4
webb_ccass,229,webb:issue:229,00135;02963,KUNLUN ENERGY,2004-02-02,2010-03-30,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,230,webb:issue:230,01010,SKY BLUE 11,2004-02-02,2024-04-05,EXACT,webbsite_full.sqlite/shortnames,4
webb_ccass,233,webb:issue:233,00310;02915;02919;02997,PROSP INV HOLD,2004-02-02,2024-01-22,AMBIGUOUS,webbsite_full.sqlite/shortnames,14
webb_ccass,234,webb:issue:234,00028;02900,TIAN AN,2004-02-02,2004-04-20,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,236,webb:issue:236,00711,ASIA ALLIED INF,2004-02-02,2016-11-01,EXACT,webbsite_full.sqlite/shortnames,4
webb_ccass,237,webb:issue:237,00506,CHINA FOODS,2004-02-02,2007-04-30,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,238,webb:issue:238,00240;02911;02929,BUILD KING HOLD,2004-02-02,2004-09-06,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,241,webb:issue:241,00048,EGANAGOLDPFEIL,2004-02-02,2012-01-04,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,243,webb:issue:243,00373;02928;02940,ALLIED GROUP,2004-02-02,2020-10-15,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,244,webb:issue:244,00056;02958,ALLIED PPT (HK),2004-02-02,2020-11-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,245,webb:issue:245,00250,SINO-I TECH,2004-02-02,2023-10-31,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,248,webb:issue:248,00593;02919;02988,DREAMEAST,2004-01-14,2017-08-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,249,webb:issue:249,00145;02917;02923;02934;02987,CCIAM FUTURE EN,2004-02-02,2024-03-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,18
webb_ccass,250,webb:issue:250,00237;02931,SAFETY GODOWN,2004-02-02,2020-09-22,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,253,webb:issue:253,00096,WING LUNG BANK,2004-02-02,2009-01-16,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,255,webb:issue:255,00120;02920;02930;02966;02986,COSMOPOL INT'L,2004-02-02,2023-11-30,AMBIGUOUS,webbsite_full.sqlite/shortnames,16
webb_ccass,256,webb:issue:256,00557,TIANYUAN HEALTH,2004-02-02,2017-12-29,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,257,webb:issue:257,00227,FIRST SHANGHAI,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,260,webb:issue:260,00080,SHAW BROTHERS,2004-02-02,2009-03-19,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,261,webb:issue:261,00190;02909;02947,HKC (HOLDINGS),2004-02-02,2021-06-09,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,265,webb:issue:265,00343;02970,CULTURECOM HOLD,2004-02-02,2008-12-09,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,267,webb:issue:267,01170,KINGMAKER,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,269,webb:issue:269,00626,PUBLIC FIN HOLD,2004-02-02,2006-04-21,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,270,webb:issue:270,00233,MY MEDICARE,2004-02-02,2020-01-23,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,271,webb:issue:271,00480,HKR INT'L,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,279,webb:issue:279,00316;02906;02916,OOIL,2004-02-02,2007-04-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,7
webb_ccass,281,webb:issue:281,00897;02935;02952;02987,WAI YUEN TONG,2004-02-02,2016-04-25,AMBIGUOUS,webbsite_full.sqlite/shortnames,12
webb_ccass,283,webb:issue:283,00258,TOMSON GROUP,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,284,webb:issue:284,00281,RIVERA (HOLD),2004-02-02,2021-08-23,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,286,webb:issue:286,00049,WHEELOCK PPT,2004-02-02,2010-07-22,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,287,webb:issue:287,00078;02965,REGAL INT'L,2004-02-02,2008-11-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,288,webb:issue:288,00617;02967,PALIBURG HOLD,2004-02-02,2008-11-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,289,webb:issue:289,00355;02966,CENTURY C INT'L,2004-02-02,2008-11-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,291,webb:issue:291,00133,CHINA MERCHANTS,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,293,webb:issue:293,00688;02995,CHINA OVERSEAS,2004-02-02,2020-05-13,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,297,webb:issue:297,01172,MAGNUSCONCORDIA,2004-02-02,2018-08-13,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,299,webb:issue:299,00297;02992,SINOFERT,2004-02-02,2006-12-14,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,303,webb:issue:303,00535,GEMDALE PPT,2004-02-02,2013-03-12,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,304,webb:issue:304,01050,KARRIE INT'L,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,305,webb:issue:305,00289,WING ON CO,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,307,webb:issue:307,00199;02983;02995,ITC PROPERTIES,2004-02-02,2013-04-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,309,webb:issue:309,00239;02916,PAK FAH YEOW,2004-02-02,2005-12-05,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,314,webb:issue:314,00439;02913;02931;02948,KUANGCHI,2004-02-02,2024-03-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,12
webb_ccass,316,webb:issue:316,00996;02935;02958;02994;02996,CARNIVAL GROUP,2004-02-02,2023-12-07,AMBIGUOUS,webbsite_full.sqlite/shortnames,18
webb_ccass,317,webb:issue:317,01205,CITIC RESOURCES,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,319,webb:issue:319,00638,KIN YAT HOLD,2004-02-02,2024-08-26,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,322,webb:issue:322,00669;02919,TECHTRONIC IND,2004-02-02,2004-07-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,338,webb:issue:338,00217,CHINA CHENGTONG,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,339,webb:issue:339,00377;02923;02963,CHINA HUAJUN GP,2004-02-02,2020-10-20,AMBIGUOUS,webbsite_full.sqlite/shortnames,13
webb_ccass,342,webb:issue:342,01036,VANKE OVERSEAS,2004-02-02,2019-12-17,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,343,webb:issue:343,01229,NAN NAN RES,2004-02-02,2011-10-10,EXACT,webbsite_full.sqlite/shortnames,4
webb_ccass,344,webb:issue:344,01005,MATRIX HOLDINGS,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,345,webb:issue:345,00170,CHINA ASSETS,2004-02-02,2017-11-07,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,348,webb:issue:348,00003,HK & CHINA GAS,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,349,webb:issue:349,00291;02939,CHINA RES BEER,2004-02-02,2024-05-03,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,350,webb:issue:350,00086,SUN HUNG KAI CO,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,352,webb:issue:352,00363,SHANGHAI IND H,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,353,webb:issue:353,00392;02916,BEIJING ENT,2004-02-02,2008-03-28,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,360,webb:issue:360,01199,COSCO SHIP PORT,2004-02-02,2016-08-25,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,362,webb:issue:362,00144,CHINA MER PORT,2004-02-02,2016-08-19,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,363,webb:issue:363,00683,KERRY PPT,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,365,webb:issue:365,00308,CHINA TRAVEL HK,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,366,webb:issue:366,00551,YUE YUEN IND,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,369,webb:issue:369,00988;02930;02977,SILKROAD LOG,2004-02-02,2024-04-23,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,370,webb:issue:370,00257,EB ENVIRONMENT,2004-02-02,2020-09-22,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,371,webb:issue:371,00123;02934,YUEXIU PROPERTY,2004-02-02,2021-07-19,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,372,webb:issue:372,00021;02926,GREAT CHI HLDGS,2004-02-02,2022-08-03,AMBIGUOUS,webbsite_full.sqlite/shortnames,7
webb_ccass,377,webb:issue:377,00383;02904;02913;02949,TIANAN MEDICARE,2004-02-02,2024-05-07,AMBIGUOUS,webbsite_full.sqlite/shortnames,15
webb_ccass,378,webb:issue:378,00008,PCCW,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,379,webb:issue:379,00235;02954,CSC HOLDINGS,2004-02-02,2022-11-16,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,380,webb:issue:380,00212,NANYANG HOLD,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,382,webb:issue:382,01189;02965;02986,GBA DYNAMIC,2004-02-02,2020-03-05,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,384,webb:issue:384,00458,TRISTATE HOLD,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,386,webb:issue:386,01131;02919,AGRITRADE RES,2004-02-02,2022-01-31,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,388,webb:issue:388,01120,ARTS OPTICAL,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,389,webb:issue:389,01004;02905;02909;02996,C SMARTERENERGY,2004-02-02,2015-03-11,AMBIGUOUS,webbsite_full.sqlite/shortnames,14
webb_ccass,391,webb:issue:391,00102;02914;02915,SUMMIT ASCENT,2004-02-02,2025-09-01,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,392,webb:issue:392,00900,AEON CREDIT,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,393,webb:issue:393,00984;02937,AEON STORES,2004-02-02,2011-07-29,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,395,webb:issue:395,01064;02909;02951;02972,ZHONG HUA INT'L,2004-02-02,2015-07-31,AMBIGUOUS,webbsite_full.sqlite/shortnames,12
webb_ccass,398,webb:issue:398,01136,TCC INT'L HOLD,2004-02-02,2017-11-20,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,399,webb:issue:399,00176,SUPERACTIVE GP,2004-02-02,2017-07-27,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,401,webb:issue:401,00586,GOLDWIZ HOLD,2004-02-02,2008-09-08,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,402,webb:issue:402,01135,ASIA SATELLITE,2004-02-02,2019-09-05,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,404,webb:issue:404,00526,LISI GP HOLD,2004-02-02,2022-11-09,EXACT,webbsite_full.sqlite/shortnames,4
webb_ccass,406,webb:issue:406,00620;02934,DTXS SILK ROAD,2004-02-02,2016-02-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,407,webb:issue:407,00918;02949,MAJESTIC DRAGON,2004-02-02,2024-09-10,AMBIGUOUS,webbsite_full.sqlite/shortnames,7
webb_ccass,411,webb:issue:411,01200,MIDLAND HOLDING,2004-02-02,2005-05-30,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,413,webb:issue:413,00878;02973,SOUNDWILL HOLD,2004-02-02,2015-05-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
