source_system,source_issue_id,canonical_security_id,hk_stock_codes,security_name,valid_from,valid_to,mapping_status,mapping_evidence,mapping_row_count
webb_ccass,2821,webb:issue:2821,01177;02910;02922;08027,SINO BIOPHARM,2000-09-29,2015-12-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,2830,webb:issue:2830,00361,SINO GOLF HOLD,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,2837,webb:issue:2837,00698;02951;02992,TONGDA GROUP,2001-10-30,2025-11-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,2841,webb:issue:2841,00380;02921;02962,CHINA PIPE,2004-02-02,2021-06-28,AMBIGUOUS,webbsite_full.sqlite/shortnames,12
webb_ccass,2852,webb:issue:2852,08111;08567,CT IND GROUP,2001-01-03,2021-08-23,AMBIGUOUS,webbsite_full.sqlite/shortnames,7
webb_ccass,2856,webb:issue:2856,00039,CH BEIDAHUANG,2004-02-02,2015-05-14,EXACT,webbsite_full.sqlite/shortnames,4
webb_ccass,2857,webb:issue:2857,00381;02908;02927;02938;02972;02977,AOM INT'L,2004-02-02,2024-12-11,AMBIGUOUS,webbsite_full.sqlite/shortnames,24
webb_ccass,2860,webb:issue:2860,00831;08052,CR ASIA,2001-01-18,2011-06-20,DATE_BOUNDED,webbsite_full.sqlite/shortnames,2
webb_ccass,2867,webb:issue:2867,08131;08395,ABC MULTIACTIVE,2001-01-31,2004-02-13,AMBIGUOUS,webbsite_full.sqlite/shortnames,7
webb_ccass,2871,webb:issue:2871,00696,TRAVELSKY TECH,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,2884,webb:issue:2884,08071;08375;08381;08383;08391;08396,CH NETCOMTECH,2001-03-02,2012-04-02,AMBIGUOUS,webbsite_full.sqlite/shortnames,22
webb_ccass,2899,webb:issue:2899,00459;02974;08090,LEGEND UPSTAR,2001-03-15,2022-07-28,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,2901,webb:issue:2901,00268;02900;02925;02980;08133,KINGDEE INT'L,2001-02-15,2018-11-05,AMBIGUOUS,webbsite_full.sqlite/shortnames,12
webb_ccass,2919,webb:issue:2919,02330;02956;08098,CHINA UPTOWN,2001-02-08,2020-11-25,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,2921,webb:issue:2921,08092,ITE HOLDINGS,2001-02-21,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,2925,webb:issue:2925,00721,C FIN INT INV,2004-02-02,2010-11-17,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,2928,webb:issue:2928,08153;08376;08398;08400;08570;08581;08599,JIADING INTL GP,2001-03-30,2025-10-31,AMBIGUOUS,webbsite_full.sqlite/shortnames,28
webb_ccass,2933,webb:issue:2933,01195;08115,KINGWELL GROUP,2001-05-17,2010-03-26,DATE_BOUNDED,webbsite_full.sqlite/shortnames,3
webb_ccass,2937,webb:issue:2937,08043,ERA MINING MACH,2001-06-28,2012-10-04,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,2938,webb:issue:2938,00889,DATRONIX HOLD,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,2942,webb:issue:2942,00883;02998,CNOOC,2004-02-02,2004-04-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,2947,webb:issue:2947,00809,GLOBAL BIO-CHEM,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,2948,webb:issue:2948,00362;02925;02957;02986,C ZENITH CHEM,2004-02-02,2023-01-30,AMBIGUOUS,webbsite_full.sqlite/shortnames,16
webb_ccass,2949,webb:issue:2949,08045;08583,NANDASOFT,2001-04-24,2025-05-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,2950,webb:issue:2950,00861,DC HOLDINGS,2004-02-02,2016-03-29,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,2951,webb:issue:2951,02362;02976;08059,JINCHUAN INTL,2001-07-09,2011-02-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,2952,webb:issue:2952,08158;08572;08592,CRMI,2001-07-18,2023-10-12,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,2953,webb:issue:2953,00353;02959;02960;02966,ENERGY INTINV,2004-02-02,2022-10-21,AMBIGUOUS,webbsite_full.sqlite/shortnames,16
webb_ccass,2963,webb:issue:2963,08051;08388;08389;08571,CIRCUTECH,2001-05-08,2017-03-13,AMBIGUOUS,webbsite_full.sqlite/shortnames,14
webb_ccass,2964,webb:issue:2964,00821;02909;08101;08395,VC HOLDINGS,2001-04-09,2025-09-01,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,2972,webb:issue:2972,08120;08373;08378;08386;08569;08576,CH DEMETER FIN,2001-04-10,2024-12-20,AMBIGUOUS,webbsite_full.sqlite/shortnames,22
webb_ccass,2974,webb:issue:2974,00346;02931,YANCHANG PETRO,2004-02-02,2023-06-19,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,2975,webb:issue:2975,02688;02954;02973;08149,ENN ENERGY,2001-05-10,2018-09-21,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,2982,webb:issue:2982,00885;02951;02973;02977;02994,RENTIAN TECH,2004-02-02,2022-05-30,AMBIGUOUS,webbsite_full.sqlite/shortnames,19
webb_ccass,2983,webb:issue:2983,00318;02943,VONGROUP,2004-02-02,2016-03-17,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,2984,webb:issue:2984,01083;08132,TG SMART ENERGY,2001-04-20,2022-01-13,DATE_BOUNDED,webbsite_full.sqlite/shortnames,7
webb_ccass,2985,webb:issue:2985,00290;02955;02965;02967,GOFINTECH QUANT,2004-02-02,2025-11-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,16
webb_ccass,2986,webb:issue:2986,02886;02988;08035,BINHAI INV,2000-03-16,2015-06-19,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,2987,webb:issue:2987,00803;02993;08139;08398;08400,PROSPERITY INTL,2001-08-02,2023-02-09,AMBIGUOUS,webbsite_full.sqlite/shortnames,13
webb_ccass,2988,webb:issue:2988,00009;02911;02966,KEYNE LTD,2004-02-02,2020-03-24,AMBIGUOUS,webbsite_full.sqlite/shortnames,13
webb_ccass,2989,webb:issue:2989,02902;02937;03633;08070;08392,ZHONGYU ENERGY,2001-06-05,2022-01-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,13
webb_ccass,2992,webb:issue:2992,01213,MOBICON GROUP,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,2996,webb:issue:2996,02668;02986,PAK TAK INT'L,2004-02-02,2014-05-16,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,2997,webb:issue:2997,00896,HANISON,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3000,webb:issue:3000,08055;08377;08392,CHI E-INFO TECH,2001-12-05,2023-02-09,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,3001,webb:issue:3001,01026;08091,UNIVERSAL TECH,2001-10-26,2010-06-22,DATE_BOUNDED,webbsite_full.sqlite/shortnames,2
webb_ccass,3010,webb:issue:3010,08150;08390;08395;08400;08562,SEAMLESS GREEN,2001-08-10,2024-04-29,AMBIGUOUS,webbsite_full.sqlite/shortnames,16
webb_ccass,3013,webb:issue:3013,00801;02909;08180,GOLDEN MEDITECH,2001-12-28,2020-10-21,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,3016,webb:issue:3016,01129;02920;02956,WATER INDUSTRY,2004-02-02,2025-01-20,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,3024,webb:issue:3024,08123,SINOFORTUNE FIN,2002-01-11,2017-07-04,EXACT,webbsite_full.sqlite/shortnames,5
webb_ccass,3062,webb:issue:3062,08169,ECO-TEK HLDGS,2001-12-05,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3065,webb:issue:3065,01178;02930;08199,HUIYIN HLDGS GP,2002-02-01,2022-08-22,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,3068,webb:issue:3068,08075;08400;08581,MEDIA ASIA,2001-05-31,2023-03-21,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,3069,webb:issue:3069,08049,JILIN CHANGLONG,2001-05-24,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3070,webb:issue:3070,08129;08377;08389,CLOUD INV HOLD,2001-05-18,2019-03-26,AMBIGUOUS,webbsite_full.sqlite/shortnames,12
webb_ccass,3071,webb:issue:3071,00329;02948;02962;02995,OCI INTL,2004-02-02,2017-07-06,AMBIGUOUS,webbsite_full.sqlite/shortnames,16
webb_ccass,3072,webb:issue:3072,00130,MOISELLE INT'L,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3076,webb:issue:3076,08176;08386;08388;08395,SUPERROBOTICS,2002-02-19,2017-10-30,AMBIGUOUS,webbsite_full.sqlite/shortnames,15
webb_ccass,3077,webb:issue:3077,08100;08380;08383;08388;08393;08397;08399,FAMOUS TECH INT,2001-12-31,2024-08-01,AMBIGUOUS,webbsite_full.sqlite/shortnames,28
webb_ccass,3078,webb:issue:3078,00901;02901;02906;02907;02914;02930;02950;02979;02993,GOLDSTONE INV,2004-02-02,2024-11-04,AMBIGUOUS,webbsite_full.sqlite/shortnames,33
webb_ccass,3080,webb:issue:3080,01061;02951;08151,ESSEX BIO-TECH,2001-06-27,2015-08-28,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,3081,webb:issue:3081,00888,BLOCKFIN HLDG,2004-02-02,2025-12-23,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,3082,webb:issue:3082,08021;08379;08399,WLS HOLDINGS,2001-12-07,2015-04-15,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,3084,webb:issue:3084,08022;08373;08396,EVERSHINE GP,2001-08-13,2022-10-17,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,3085,webb:issue:3085,08019;08391;08399;08556,HAO WEN HLDGS,2001-07-20,2020-08-14,AMBIGUOUS,webbsite_full.sqlite/shortnames,14
webb_ccass,3086,webb:issue:3086,08076,SING LEE,2001-09-05,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3087,webb:issue:3087,08197,BAYTACARE PHARM,2002-02-28,2020-03-18,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3088,webb:issue:3088,08163;08371;08377;08558;08581,NOIZ GROUP,2002-03-07,2023-06-12,AMBIGUOUS,webbsite_full.sqlite/shortnames,24
webb_ccass,3091,webb:issue:3091,01228;02956,SUPERB SUMMIT,2004-02-02,2020-06-04,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,3092,webb:issue:3092,08079;08377;08382;08385;08386;08388;08395;08397;08400;08578,WISDOMCOME GP,2001-10-15,2025-01-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,50
webb_ccass,3095,webb:issue:3095,08178;08392;08558;08582,CHINA INFO TECH,2001-12-11,2023-01-12,AMBIGUOUS,webbsite_full.sqlite/shortnames,13
webb_ccass,3096,webb:issue:3096,08159,CU VENTURE INV,2002-01-04,2022-05-13,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3097,webb:issue:3097,02600,CHALCO,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3099,webb:issue:3099,01076;02971;02990,IMPERIAL PAC,2004-02-02,2024-06-17,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,3100,webb:issue:3100,01126;02966,DREAM INT'L,2004-02-02,2025-11-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,4
webb_ccass,3111,webb:issue:3111,00197;02902;02930,HENG TAI,2004-02-02,2024-02-02,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,3112,webb:issue:3112,01002,V.S. INT'L,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3113,webb:issue:3113,00612;02985,CARMEN CENTURY,2004-02-02,2025-08-06,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,3116,webb:issue:3116,00646;02972;02990;02997,CHINA ENV TEC,2004-02-02,2021-11-05,AMBIGUOUS,webbsite_full.sqlite/shortnames,14
webb_ccass,3117,webb:issue:3117,00209;02953;02985,WINSHINE SCI,2004-02-02,2024-07-02,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,3118,webb:issue:3118,00629;02923,YUE DA INTL,2004-02-02,2019-01-11,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,3119,webb:issue:3119,00931;02953;02981,CHINA HK POWER,2004-02-02,2023-11-23,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,3120,webb:issue:3120,00157,NATURAL BEAUTY,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3121,webb:issue:3121,00223;02908;02991,ELIFE HLDGS,2004-02-02,2022-03-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,3123,webb:issue:3123,00064;02932,GET NICE,2004-02-02,2025-09-29,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,3131,webb:issue:3131,00065;02970;02996;08112,GRAND OCEAN AR,2001-08-30,2024-11-29,AMBIGUOUS,webbsite_full.sqlite/shortnames,13
webb_ccass,3140,webb:issue:3140,08143;08393;08398;08598,GF HEALTHCARE,2002-05-10,2023-10-19,AMBIGUOUS,webbsite_full.sqlite/shortnames,18
webb_ccass,3141,webb:issue:3141,08173;08379;08399;08579,HEPHAESTUS HLDG,2002-05-09,2021-10-12,AMBIGUOUS,webbsite_full.sqlite/shortnames,17
webb_ccass,3142,webb:issue:3142,01161,WATER OASIS GP,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3148,webb:issue:3148,00856;02947,VSTECS,2004-02-02,2017-08-07,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,3149,webb:issue:3149,00746,L & M CHEMICAL,2004-02-02,2011-11-24,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3163,webb:issue:3163,08119;08376;08399;08400,THIZ TECHNOLOGY,2001-07-27,2021-11-29,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,3178,webb:issue:3178,00228;02959;02960;02973,CHINA ENERGY,2004-02-02,2025-12-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,12
webb_ccass,3182,webb:issue:3182,00169;02970,WANDA HOTEL DEV,2004-02-02,2014-10-22,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,3183,webb:issue:3183,00356,DT CAPITAL,2004-02-02,2014-10-09,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3184,webb:issue:3184,08117;08376;08382;08383;08390;08391,CHI P ENERGY,2001-12-13,2014-12-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,21
webb_ccass,3199,webb:issue:3199,02312;02956;02961;02964;02978;02981;02987;02988,LONG INV CORP,2004-02-02,2025-12-24,AMBIGUOUS,webbsite_full.sqlite/shortnames,30
webb_ccass,3222,webb:issue:3222,00912,SUGA INT'L,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3224,webb:issue:3224,00221;02929;02939,EASY ONE FIN,2004-02-02,2020-10-21,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,3253,webb:issue:3253,00850,LONG WELL INTL,2004-02-02,2021-05-28,EXACT,webbsite_full.sqlite/shortnames,6
webb_ccass,3255,webb:issue:3255,01142;02901;02927;02958;02998,E&P GLOBAL,2004-02-02,2025-09-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,18
webb_ccass,3261,webb:issue:3261,01094;02905;02907;02982,CHERISH SUN,2004-02-02,2022-09-02,AMBIGUOUS,webbsite_full.sqlite/shortnames,15
webb_ccass,3265,webb:issue:3265,00860;02926;02935;02951;02996,APOLLO FMG,2004-02-02,2024-01-23,AMBIGUOUS,webbsite_full.sqlite/shortnames,17
webb_ccass,3266,webb:issue:3266,01102;02941;08182;08373;08385,ENVIRO ENERGY,2003-02-18,2019-08-06,AMBIGUOUS,webbsite_full.sqlite/shortnames,15
webb_ccass,3271,webb:issue:3271,01226;02910;02924;02925,CH INV FIN GP,2004-02-02,2020-09-03,AMBIGUOUS,webbsite_full.sqlite/shortnames,14
webb_ccass,3275,webb:issue:3275,01217,CH INNOVATION,2004-02-02,2008-02-04,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3277,webb:issue:3277,01198,ROYALE HOME,2004-02-02,2020-08-27,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,3280,webb:issue:3280,01227;02911;02934;02999,NATIONAL INV,2004-02-02,2022-09-20,AMBIGUOUS,webbsite_full.sqlite/shortnames,15
webb_ccass,3281,webb:issue:3281,01140,WEALTHINK AI,2004-02-02,2023-10-09,EXACT,webbsite_full.sqlite/shortnames,5
webb_ccass,3287,webb:issue:3287,00357,MEILAN AIRPORT,2004-02-02,2019-11-20,EXACT,webbsite_full.sqlite/shortnames,4
webb_ccass,3289,webb:issue:3289,00812,SWSI,2004-02-02,2025-09-29,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3295,webb:issue:3295,00810;02901;02905;02945;02968;02983,CH CASTSON 81,2004-02-02,2023-02-10,AMBIGUOUS,webbsite_full.sqlite/shortnames,24
webb_ccass,3299,webb:issue:3299,02388,BOC HONG KONG,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3300,webb:issue:3300,00909,ZHONGDA INT'L,2004-02-02,2019-03-08,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3304,webb:issue:3304,00379;02987,EG LEASING,2004-02-02,2020-05-06,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,3307,webb:issue:3307,00572;02915;02928;02996,FW HOLDINGS,2004-02-02,2023-01-13,AMBIGUOUS,webbsite_full.sqlite/shortnames,20
webb_ccass,3308,webb:issue:3308,02349;02954,CH CITY INFRA,2004-02-02,2015-01-06,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,3310,webb:issue:3310,00728,CHINA TELECOM,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3313,webb:issue:3313,02336,SHUOAO INTL,2004-02-02,2023-12-11,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,3314,webb:issue:3314,00827;02966;08042;08399,KO YO GROUP,2003-07-10,2014-11-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,3315,webb:issue:3315,00309;02900;02932,XH NEWS MEDIA,2004-02-02,2011-06-22,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,3316,webb:issue:3316,08066;08377;08567,PHOENITRON HOLD,2001-12-20,2017-02-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,10
webb_ccass,3317,webb:issue:3317,00587,HUA HAN HEALTH,2004-02-02,2020-12-16,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3319,webb:issue:3319,08213;08599,STARGLORY HLDGS,2003-03-18,2022-02-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,3320,webb:issue:3320,00364;02925,BLOCKCHAIN GP,2004-02-02,2021-08-10,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,3322,webb:issue:3322,00928;02910;02927;02949;02955;02969,KING INTL INV,2004-02-02,2023-12-21,AMBIGUOUS,webbsite_full.sqlite/shortnames,23
webb_ccass,3323,webb:issue:3323,08060;08587,GLOBAL LINK,2002-11-13,2020-02-14,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,3324,webb:issue:3324,02882;02956;02960;02963,3DG HOLDINGS,2004-02-02,2024-08-12,AMBIGUOUS,webbsite_full.sqlite/shortnames,14
webb_ccass,3325,webb:issue:3325,00703;02936,FUTURE BRIGHT,2004-02-02,2008-07-22,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,3327,webb:issue:3327,02328,PICC P&C,2004-02-02,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3328,webb:issue:3328,00445;08201,CIMC-TIANDA,2002-09-30,2021-01-26,DATE_BOUNDED,webbsite_full.sqlite/shortnames,4
webb_ccass,3329,webb:issue:3329,08156;08375;08391;08593,SINOPHARM TECH,2002-11-12,2023-10-04,AMBIGUOUS,webbsite_full.sqlite/shortnames,16
webb_ccass,3330,webb:issue:3330,02302;02928,CNNC INT'L,2004-02-02,2010-08-25,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,3332,webb:issue:3332,01149,ANXIN-CHINA,2004-02-02,2018-12-20,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3333,webb:issue:3333,08011;08386;08397;08399,POLYARD PETRO,2002-07-12,2024-04-29,AMBIGUOUS,webbsite_full.sqlite/shortnames,18
webb_ccass,3337,webb:issue:3337,08047;08378;08382,CHINA OCEAN GP,2001-11-01,2020-06-02,AMBIGUOUS,webbsite_full.sqlite/shortnames,16
webb_ccass,3338,webb:issue:3338,08039,LOULAN HOLDINGS,2002-08-12,2008-03-27,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3339,webb:issue:3339,08046;08375,HENG XIN CHINA,2003-04-16,2019-07-02,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,3340,webb:issue:3340,08057,DATASYS,2002-08-16,2008-06-17,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3341,webb:issue:3341,01106;02906;02910;02931;08065;08371;08376,MING LAM HLDGS,2003-06-25,2021-11-02,AMBIGUOUS,webbsite_full.sqlite/shortnames,24
webb_ccass,3342,webb:issue:3342,08067,CHANGCHUNDAXING,2002-06-28,2008-10-15,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3344,webb:issue:3344,08082;08372;08392;08400,QINGHUA HOLD,2001-11-02,2025-08-15,AMBIGUOUS,webbsite_full.sqlite/shortnames,22
webb_ccass,3345,webb:issue:3345,08085;08382;08395,HK LIFE SCI,2002-03-07,2020-09-14,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,3346,webb:issue:3346,08096;08371;08372;08387,RUIFENG PETRO,2002-02-27,2017-02-06,AMBIGUOUS,webbsite_full.sqlite/shortnames,13
webb_ccass,3347,webb:issue:3347,02917;03928;08099,ZHENGZHOU CRGAS,2002-10-29,2012-02-14,AMBIGUOUS,webbsite_full.sqlite/shortnames,7
webb_ccass,3349,webb:issue:3349,08128;08397,CHYY GP,2001-11-30,2022-08-10,AMBIGUOUS,webbsite_full.sqlite/shortnames,8
webb_ccass,3350,webb:issue:3350,08106,SHENGHUA LANDE,2002-05-03,2017-06-21,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3351,webb:issue:3351,08109;08380;08381;08390;08551,KIRIN GROUP,2002-01-31,2023-04-28,AMBIGUOUS,webbsite_full.sqlite/shortnames,17
webb_ccass,3352,webb:issue:3352,08130;08372;08381;08389;08397,DADI INTL GROUP,2002-08-26,2019-05-17,AMBIGUOUS,webbsite_full.sqlite/shortnames,25
webb_ccass,3353,webb:issue:3353,08137;08376,HONBRIDGE,2002-01-08,2011-01-25,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,3354,webb:issue:3354,08155,SC ASSETS HLDGS,2002-07-18,2022-03-07,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,3355,webb:issue:3355,01075;02961;08157,CAPINFO,2001-12-21,2024-08-05,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,3356,webb:issue:3356,00183;02914;08136,WINFULL GP,2002-05-21,2021-06-09,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,3357,webb:issue:3357,01371;02908;02937;08161;08379;08392,CHINA ECOTOUR,2001-10-26,2023-03-01,AMBIGUOUS,webbsite_full.sqlite/shortnames,19
webb_ccass,3358,webb:issue:3358,08166;08384;08390;08395;08397;08555;08589,CHINA ECO-FARM,2002-02-05,2024-08-16,AMBIGUOUS,webbsite_full.sqlite/shortnames,25
webb_ccass,3359,webb:issue:3359,08172;08381;08391;08394;08399;08560,LAJIN ENT,2002-03-26,2025-07-04,AMBIGUOUS,webbsite_full.sqlite/shortnames,26
webb_ccass,3360,webb:issue:3360,08175;08373;08395,C DIGITAL CUL,2003-02-25,2023-05-09,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,3363,webb:issue:3363,08186;08385;08388;08566;08573;08588,ALMANA,2001-12-31,2023-07-27,AMBIGUOUS,webbsite_full.sqlite/shortnames,25
webb_ccass,3364,webb:issue:3364,08165,JIAN EPAYMENT,2001-12-10,2021-01-29,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3365,webb:issue:3365,08167;08379;08391;08393,NEO TELEMEDIA,2002-08-06,2025-07-17,AMBIGUOUS,webbsite_full.sqlite/shortnames,14
webb_ccass,3366,webb:issue:3366,08171,CHINA TRENDS,2002-07-31,2021-08-23,EXACT,webbsite_full.sqlite/shortnames,2
webb_ccass,3368,webb:issue:3368,08188,MUDAN AUTO,2001-12-18,2013-03-13,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3369,webb:issue:3369,08189,TEDA BIOMEDICAL,2002-06-18,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3370,webb:issue:3370,08192;08375;08376;08398;08561,GLOBAL TOKEN,2002-11-29,2021-04-20,AMBIGUOUS,webbsite_full.sqlite/shortnames,20
webb_ccass,3371,webb:issue:3371,08200;08393;08398;08551;08575;08578,SAU SAN TONG,2003-11-19,2020-12-18,AMBIGUOUS,webbsite_full.sqlite/shortnames,21
webb_ccass,3372,webb:issue:3372,08202;08373;08378;08381;08389;08390;08394;08397;08556,INNO-TECH HOLD,2002-08-12,2021-07-13,AMBIGUOUS,webbsite_full.sqlite/shortnames,33
webb_ccass,3373,webb:issue:3373,08206;08380;08392,S ROBOT EDU,2002-11-15,2016-09-15,AMBIGUOUS,webbsite_full.sqlite/shortnames,11
webb_ccass,3374,webb:issue:3374,08212;08376;08396;08398;08399,CELEBRATE INT,2002-05-14,2020-07-08,AMBIGUOUS,webbsite_full.sqlite/shortnames,24
webb_ccass,3375,webb:issue:3375,00354;02927;08216,CHINASOFT INT'L,2003-06-20,2013-07-31,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,3376,webb:issue:3376,00950;02953;08221,LEE'S PHARM,2002-07-15,2014-10-20,AMBIGUOUS,webbsite_full.sqlite/shortnames,5
webb_ccass,3377,webb:issue:3377,08190,COMBEST HOLD,2002-02-08,2020-12-24,EXACT,webbsite_full.sqlite/shortnames,3
webb_ccass,3378,webb:issue:3378,02488;08196;08380,LAUNCH TECH,2002-10-07,2011-03-28,AMBIGUOUS,webbsite_full.sqlite/shortnames,6
webb_ccass,3379,webb:issue:3379,08198;08600,CRYPTO FLOW,2002-05-17,2022-11-09,AMBIGUOUS,webbsite_full.sqlite/shortnames,9
webb_ccass,3380,webb:issue:3380,08205,JIAODA WITHUB,2002-07-31,,EXACT,webbsite_full.sqlite/shortnames,1
webb_ccass,3381,webb:issue:3381,00954;08208,CHANGMAO BIO,2002-06-28,2013-06-28,DATE_BOUNDED,webbsite_full.sqlite/shortnames,2
webb_ccass,3382,webb:issue:3382,08211,ZHEJIANG YONGAN,2002-11-08,2017-05-10,EXACT,webbsite_full.sqlite/shortnames,2
