negative_rowid,relative_position,issueID,partID,atDate,holding_value,source_record_reference
175711844,0,7284,83,2012-02-17,-16000,holdings:rowid=175711844
175711844,1,7284,83,2012-02-20,80000,holdings:rowid=175711845
175711844,2,7284,83,2012-03-02,40000,holdings:rowid=175711846
175711844,3,7284,83,2012-03-05,172000,holdings:rowid=175711847
177056600,-3,9244,236,2014-05-08,0,holdings:rowid=177056597
177056600,-2,9244,236,2014-08-19,6000000,holdings:rowid=177056598
177056600,-1,9244,236,2014-08-22,4870000,holdings:rowid=177056599
177056600,0,9244,236,2014-08-27,-1130000,holdings:rowid=177056600
177056600,1,9244,236,2014-08-28,4870000,holdings:rowid=177056601
177056600,2,9244,236,2014-09-16,4984000,holdings:rowid=177056602
177056600,3,9244,236,2014-09-18,3626000,holdings:rowid=177056603
32341717,-3,975,38,2014-06-05,2630,holdings:rowid=32341714
32341717,-2,975,38,2014-08-14,22630,holdings:rowid=32341715
32341717,-1,975,38,2014-09-26,2630,holdings:rowid=32341716
32341717,0,975,38,2014-10-08,-18513,holdings:rowid=32341717
32341717,1,975,38,2014-10-09,2630,holdings:rowid=32341718
32341717,2,975,38,2014-11-12,12630,holdings:rowid=32341719
32341717,3,975,38,2015-03-20,2630,holdings:rowid=32341720
33238895,-3,983,150,2010-09-10,4932000,holdings:rowid=33238892
33238895,-2,983,150,2010-09-14,106576000,holdings:rowid=33238893
33238895,-1,983,150,2010-09-15,4932000,holdings:rowid=33238894
33238895,0,983,150,2010-09-20,-266068000,holdings:rowid=33238895
33238895,1,983,150,2011-09-09,4932000,holdings:rowid=33238896
33238895,2,983,150,2012-07-31,4934000,holdings:rowid=33238897
33238895,3,983,150,2013-04-09,4974000,holdings:rowid=33238898
33345858,-3,984,307,2016-06-03,4210000,holdings:rowid=33345855
33345858,-2,984,307,2016-06-07,1360000,holdings:rowid=33345856
33345858,-1,984,307,2016-06-08,1010000,holdings:rowid=33345857
33345858,0,984,307,2016-06-14,-1490000,holdings:rowid=33345858
33345858,1,984,307,2016-06-17,510000,holdings:rowid=33345859
33345858,2,984,307,2016-06-20,560000,holdings:rowid=33345860
33345858,3,984,307,2016-06-28,620000,holdings:rowid=33345861
