issueID,partID,atDate,holding_value,natural_key,preceding_value,following_value,preceding_date,following_date,security_name,security_code_at_source,participant_ccass_id,participant_name,source_db,source_table,source_record_reference,source_sha256,code_version,parser_value,reconstructed_value,raw_matches_parser,raw_matches_reconstruction,parser_generated_negative,reconstruction_generated_negative,source_native_negative,transition_pattern,magnitude,year,same_day_duplicate,disposition
2857,267,2015-04-08,-2344108,2857|267|2015-04-08,72655892,70755892,2015-04-02,2015-04-09,AOM INT'L,381,B01633,ENLIGHTEN SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=80758571;issueID=2857;partID=267;atDate=2015-04-08,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2344108,-2344108,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,2344108,2015,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
29903,114,2021-01-19,-2000,29903|114|2021-01-19,0,0,2021-01-08,2021-01-20,CGII HLDGS,1940,B01373,CHRISTFUND SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=222496638;issueID=29903;partID=114;atDate=2021-01-19,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2000,-2000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,2000,2021,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
30432,119,2021-02-03,-1000,30432|119|2021-02-03,0,2000,2021-01-19,2021-02-05,STRAWBEAR ENT,2125,B01385,FAIRWIN BROKING LTD,webbsite_full.sqlite,holdings,holdings:rowid=223962936;issueID=30432;partID=119;atDate=2021-02-03,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-1000,-1000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_POSITIVE,1000,2021,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
30578,380,2021-03-08,-500,30578|380|2021-03-08,0,0,2021-02-26,2021-03-09,NH HEALTH,6606,B01779,LEE'S SECURITIES CO LTD (IN LIQUIDATION),webbsite_full.sqlite,holdings,holdings:rowid=224555658;issueID=30578;partID=380;atDate=2021-03-08,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-500,-500,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,500,2021,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
3072,291,2010-07-23,-20000,3072|291|2010-07-23,80000,0,2010-07-22,2010-07-27,MOISELLE INT'L,0130,B01665,WINSOME STOCK CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=85389118;issueID=3072;partID=291;atDate=2010-07-23,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-20000,-20000,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_ZERO,20000,2010,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
309,298,2010-01-29,-40000,309|298|2010-01-29,0,0,2010-01-26,2010-02-02,PAK FAH YEOW,0239,B01673,FULBRIGHT SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=17228924;issueID=309;partID=298;atDate=2010-01-29,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-40000,-40000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,40000,2010,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
3142,88,2012-03-02,-500000,3142|88|2012-03-02,0,0,2012-02-28,2012-03-05,WATER OASIS GP,1161,B01310,TUNG TAK SECURITIES (H.K.) CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=87817811;issueID=3142;partID=88;atDate=2012-03-02,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-500000,-500000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,500000,2012,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
3371,292,2014-10-16,-243739,3371|292|2014-10-16,60263,60263,2014-10-03,2014-10-17,SAU SAN TONG,8200,B01666,GLORY SUN SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=94032728;issueID=3371;partID=292;atDate=2014-10-16,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-243739,-243739,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,243739,2014,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
344,1210,2015-03-26,-2051,344|1210|2015-03-26,0,0,2015-03-20,2015-03-30,MATRIX HOLDINGS,1005,B01939,SOOCHOW SECURITIES INTERNATIONAL,webbsite_full.sqlite,holdings,holdings:rowid=18181365;issueID=344;partID=1210;atDate=2015-03-26,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2051,-2051,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,2051,2015,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
34915,108,2025-10-24,-30624000,34915|108|2025-10-24,40056000,92928000,2025-10-23,2025-10-27,ZHONGSHENJIANYE,2503,B01353,UOB KAY HIAN (HONG KONG) LTD,webbsite_full.sqlite,holdings,holdings:rowid=228547890;issueID=34915;partID=108;atDate=2025-10-24,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-30624000,-30624000,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,30624000,2025,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
3510,194,2009-06-08,-20000,3510|194|2009-06-08,0,-20000,2009-06-05,2009-06-09,HKC INT'L HOLD,0248,B01514,KARL-THOMSON SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=104847210;issueID=3510;partID=194;atDate=2009-06-08,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-20000,-20000,YES,YES,NO,NO,YES,NEGATIVE_RUN_START,20000,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
3510,194,2009-06-09,-20000,3510|194|2009-06-09,-20000,0,2009-06-08,2009-07-15,HKC INT'L HOLD,0248,B01514,KARL-THOMSON SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=104847211;issueID=3510;partID=194;atDate=2009-06-09,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-20000,-20000,YES,YES,NO,NO,YES,REPEATED_NEGATIVE_RUN,20000,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
35305,83,2024-06-24,-547000,35305|83|2024-06-24,4254350,29000,2024-06-17,2024-07-03,XTALPI,2228,B01298,GET NICE SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=228882231;issueID=35305;partID=83;atDate=2024-06-24,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-547000,-547000,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,547000,2024,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
3550,353,2011-01-03,-12000,3550|353|2011-01-03,0,0,2010-12-28,2011-01-05,SHANDONG MOLONG,0568,B01749,TANG KEE SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=105274404;issueID=3550;partID=353;atDate=2011-01-03,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-12000,-12000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,12000,2011,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
3553,184,2010-10-26,-500,3553|184|2010-10-26,,0,,2010-11-03,LIFESTYLE INT'L,1212,B01494,AUDREY CHOW SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=105414834;issueID=3553;partID=184;atDate=2010-10-26,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-500,-500,YES,YES,NO,NO,YES,NEGATIVE_FIRST_OBSERVATION,500,2010,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
37,366,2016-06-29,-10365,37|366|2016-06-29,10635,2635,2016-06-24,2016-06-30,GREAT EAGLE H,0041,B01765,PROMISING SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=3532217;issueID=37;partID=366;atDate=2016-06-29,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-10365,-10365,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,10365,2016,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
37,366,2017-06-06,-1365,37|366|2017-06-06,6635,635,2017-06-01,2017-06-08,GREAT EAGLE H,0041,B01765,PROMISING SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=3532252;issueID=37;partID=366;atDate=2017-06-06,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-1365,-1365,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,1365,2017,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
379,111,2015-06-03,-90000,379|111|2015-06-03,146876,146876,2015-05-29,2015-06-04,CSC HOLDINGS,235,B01362,JOSPA INVESTMENT CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=22018325;issueID=379;partID=111;atDate=2015-06-03,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-90000,-90000,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,90000,2015,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
392,78,2016-10-04,-2000,392|78|2016-10-04,0,0,2016-09-30,2016-10-05,AEON CREDIT,0900,B01290,SPS SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=22511243;issueID=392;partID=78;atDate=2016-10-04,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2000,-2000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,2000,2016,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
402,37,2012-09-10,-2000,402|37|2012-09-10,0,0,2012-07-24,2012-09-12,ASIA SATELLITE,1135,B01184,QUAM SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=22725961;issueID=402;partID=37;atDate=2012-09-10,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2000,-2000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,2000,2012,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4398,1077,2021-09-03,-417806,4398|1077|2021-09-03,833399,271501,2021-09-02,2021-09-06,CEB WATER,1857,C00093,BNP PARIBAS,webbsite_full.sqlite,holdings,holdings:rowid=109435238;issueID=4398;partID=1077;atDate=2021-09-03,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-417806,-417806,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,417806,2021,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4711,119,2017-12-07,-10000,4711|119|2017-12-07,6000,6000,2017-11-24,2017-12-08,CNBM,3323,B01385,FAIRWIN BROKING LTD,webbsite_full.sqlite,holdings,holdings:rowid=122684156;issueID=4711;partID=119;atDate=2017-12-07,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-10000,-10000,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,10000,2017,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4728,199,2009-05-21,-2144,4728|199|2009-05-21,1200,-2144,2009-05-19,2009-05-22,SHK CO W0905,0466,B01523,EVER-LONG SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=123335921;issueID=4728;partID=199;atDate=2009-05-21,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2144,-2144,YES,YES,NO,NO,YES,NEGATIVE_RUN_START,2144,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4728,199,2009-05-22,-2144,4728|199|2009-05-22,-2144,-2144,2009-05-21,2009-05-25,SHK CO W0905,0466,B01523,EVER-LONG SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=123335922;issueID=4728;partID=199;atDate=2009-05-22,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2144,-2144,YES,YES,NO,NO,YES,REPEATED_NEGATIVE_RUN,2144,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4728,199,2009-05-25,-2144,4728|199|2009-05-25,-2144,-2144,2009-05-22,2009-05-26,SHK CO W0905,0466,B01523,EVER-LONG SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=123335923;issueID=4728;partID=199;atDate=2009-05-25,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2144,-2144,YES,YES,NO,NO,YES,REPEATED_NEGATIVE_RUN,2144,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4728,199,2009-05-26,-2144,4728|199|2009-05-26,-2144,-2144,2009-05-25,2009-05-27,SHK CO W0905,0466,B01523,EVER-LONG SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=123335924;issueID=4728;partID=199;atDate=2009-05-26,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2144,-2144,YES,YES,NO,NO,YES,REPEATED_NEGATIVE_RUN,2144,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4728,199,2009-05-27,-2144,4728|199|2009-05-27,-2144,-2144,2009-05-26,2009-05-29,SHK CO W0905,0466,B01523,EVER-LONG SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=123335925;issueID=4728;partID=199;atDate=2009-05-27,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2144,-2144,YES,YES,NO,NO,YES,REPEATED_NEGATIVE_RUN,2144,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4728,199,2009-05-29,-2144,4728|199|2009-05-29,-2144,,2009-05-27,,SHK CO W0905,0466,B01523,EVER-LONG SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=123335926;issueID=4728;partID=199;atDate=2009-05-29,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2144,-2144,YES,YES,NO,NO,YES,REPEATED_NEGATIVE_RUN,2144,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4775,231,2010-01-19,-1000,4775|231|2010-01-19,0,0,2009-07-29,2010-01-21,GREENLAND HK,337,B01575,MASTER TRADEMORE SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=127215586;issueID=4775;partID=231;atDate=2010-01-19,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-1000,-1000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,1000,2010,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
4787,78,2008-10-31,-197120,4787|78|2008-10-31,191500,191500,2008-10-30,2008-11-03,KB LAMINATES,1888,B01290,SPS SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=128578700;issueID=4787;partID=78;atDate=2008-10-31,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-197120,-197120,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,197120,2008,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
5056,90,2009-03-05,-5000,5056|90|2009-03-05,0,17000,2009-02-27,2009-05-08,STRONG PETRO,0852,B01320,LUEN FAT SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=148948585;issueID=5056;partID=90;atDate=2009-03-05,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-5000,-5000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_POSITIVE,5000,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
54,312,2009-05-08,-56532,54|312|2009-05-08,3468,363492,2009-05-07,2009-05-11,KANTONE HOLDING,1059,B01696,HANTEC SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=5924268;issueID=54;partID=312;atDate=2009-05-08,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-56532,-56532,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,56532,2009,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
5462,131,2012-05-08,-2000,5462|131|2012-05-08,0,0,2012-03-13,2012-05-09,TRINITY,0891,B01407,WIN WONG SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=154387103;issueID=5462;partID=131;atDate=2012-05-08,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2000,-2000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,2000,2012,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
5462,131,2012-05-14,-2000,5462|131|2012-05-14,0,0,2012-05-09,2012-05-15,TRINITY,0891,B01407,WIN WONG SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=154387105;issueID=5462;partID=131;atDate=2012-05-14,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2000,-2000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,2000,2012,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
6067,428,2010-12-31,-30000,6067|428|2010-12-31,0,0,2010-10-29,2011-01-05,KAISA CAPITAL,936,B01831,NERICO BROTHERS LTD,webbsite_full.sqlite,holdings,holdings:rowid=162119889;issueID=6067;partID=428;atDate=2010-12-31,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-30000,-30000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,30000,2010,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
6067,95,2010-08-09,-20000,6067|95|2010-08-09,0,0,2010-08-02,2010-08-10,KAISA CAPITAL,936,B01328,BAN HIN SECURITIES CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=162111080;issueID=6067;partID=95;atDate=2010-08-09,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-20000,-20000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,20000,2010,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
6215,39,2010-10-25,-2000,6215|39|2010-10-25,0,2000,2010-10-22,2010-10-27,DORSETT,2266,B01192,SEEKERS MARKETS LTD (IN LIQUIDATION),webbsite_full.sqlite,holdings,holdings:rowid=164441127;issueID=6215;partID=39;atDate=2010-10-25,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2000,-2000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_POSITIVE,2000,2010,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
63,220,2012-04-19,-18000,63|220|2012-04-19,9500,9500,2012-03-29,2012-04-20,CLP HOLDINGS,0002,B01559,WISETRADE SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=6675225;issueID=63;partID=220;atDate=2012-04-19,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-18000,-18000,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,18000,2012,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
63,28,2011-01-13,-3960,63|28|2011-01-13,1000,1000,2011-01-10,2011-01-17,CLP HOLDINGS,0002,B01157,PASAY STOCK AND SHARES LTD,webbsite_full.sqlite,holdings,holdings:rowid=6518780;issueID=63;partID=28;atDate=2011-01-13,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-3960,-3960,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,3960,2011,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
63,318,2016-06-29,-2000,63|318|2016-06-29,1000,1000,2016-06-17,2016-07-04,CLP HOLDINGS,0002,B01705,HENIK SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=6730158;issueID=63;partID=318;atDate=2016-06-29,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2000,-2000,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,2000,2016,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
7,412,2010-11-16,-1000,7|412|2010-11-16,0,0,2010-11-02,2010-11-18,WHEELOCK,0020,B01814,WELL LINK SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=886728;issueID=7;partID=412;atDate=2010-11-16,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-1000,-1000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,1000,2010,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
7014,144,2011-09-08,-2000,7014|144|2011-09-08,0,0,2011-08-18,2011-09-09,WINOX,6838,B01427,TSE'S SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=172901024;issueID=7014;partID=144;atDate=2011-09-08,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-2000,-2000,YES,YES,NO,NO,YES,ZERO_NEGATIVE_ZERO,2000,2011,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
7284,495,2022-09-30,-1,7284|495|2022-09-30,,0,,2022-10-06,PERFECT MEDICAL,1830,,HONG KONG SECURITIES CLEARING CO. LTD.,webbsite_full.sqlite,holdings,holdings:rowid=175771984;issueID=7284;partID=495;atDate=2022-09-30,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-1,-1,YES,YES,NO,NO,YES,NEGATIVE_FIRST_OBSERVATION,1,2022,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
7284,83,2012-02-17,-16000,7284|83|2012-02-17,80000,80000,2012-02-15,2012-02-20,PERFECT MEDICAL,1830,B01298,GET NICE SECURITIES LTD,webbsite_full.sqlite,holdings,holdings:rowid=175711844;issueID=7284;partID=83;atDate=2012-02-17,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-16000,-16000,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,16000,2012,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
9244,236,2014-08-27,-1130000,9244|236|2014-08-27,4870000,4870000,2014-08-22,2014-08-28,JIANGNAN GP,1366,B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,webbsite_full.sqlite,holdings,holdings:rowid=177056600;issueID=9244;partID=236;atDate=2014-08-27,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-1130000,-1130000,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,1130000,2014,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
975,38,2014-10-08,-18513,975|38|2014-10-08,2630,2630,2014-09-26,2014-10-09,GOLDIN PPT,0283,B01191,OKACHI INVESTMENTS (HONG KONG) CO LTD,webbsite_full.sqlite,holdings,holdings:rowid=32341717;issueID=975;partID=38;atDate=2014-10-08,9CCDE356D068399BFBC931CA6E367E5944AFCF5C16C83D2FF240636995B0BE7C,bb0d920f0ec2dfb21c9641cc4bedfc6772dc381a,-18513,-18513,YES,YES,NO,NO,YES,POSITIVE_NEGATIVE_POSITIVE,18513,2014,NO,FORMAL_QUARANTINE_PENDING_AUTHORITATIVE_SEMANTICS
